Timestamp,Symbol,Status,Score,Signal,Reasons
2025-12-14 11:53:16,NIGHT/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:53:17,BNX/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:53:17,ALPHA/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:53:23,ETH/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:53:23,BTC/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:53:23,ALPACA/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:53:24,FOLKS/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:53:24,ZEC/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:53:24,SOL/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:53:24,BEAT/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:53:24,NIGHT/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:53:25,BNX/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:53:25,ALPHA/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:53:31,ETH/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:53:31,BTC/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:53:31,ALPACA/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:53:32,FOLKS/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:53:32,ZEC/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:53:32,SOL/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:53:32,BEAT/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:53:32,NIGHT/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:53:33,BNX/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:53:33,ALPHA/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:53:39,ETH/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:53:39,BTC/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:53:39,ALPACA/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:53:40,FOLKS/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:53:40,ZEC/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:53:40,SOL/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:53:40,BEAT/USDT:USDT,ERROR,0,N/A,Analysis Failed
2025-12-14 11:53:40,NIGHT/USDT:USDT,ERROR,0,N/A,Analysis Failed
